city,timestamp,temperature,season
New York,2010-01-01,3.84827422202928,winter
New York,2010-01-02,-1.0827123207395626,winter
New York,2010-01-03,-1.0557340707310339,winter
New York,2010-01-04,-9.131503262950076,winter
New York,2010-01-05,3.7331451510661493,winter
New York,2010-01-06,-3.4524870800548806,winter
New York,2010-01-07,4.610328452050136,winter
New York,2010-01-08,7.219399946651118,winter
New York,2010-01-09,0.8636639110026187,winter
New York,2010-01-10,-2.4081973470384614,winter
New York,2010-01-11,-5.912390311910882,winter
New York,2010-01-12,2.575823481758701,winter
New York,2010-01-13,4.734440691078271,winter
New York,2010-01-14,10.278319359794503,winter
New York,2010-01-15,9.406371307428792,winter
New York,2010-01-16,6.301567180131636,winter
New York,2010-01-17,1.6812729057991969,winter
New York,2010-01-18,3.223632507115818,winter
New York,2010-01-19,-4.326335632744844,winter
New York,2010-01-20,-1.5764911144234472,winter
New York,2010-01-21,7.585156561525275,winter
New York,2010-01-22,2.8071440939758507,winter
New York,2010-01-23,4.776046748276224,winter
New York,2010-01-24,-2.614826636003686,winter
New York,2010-01-25,-8.866994785428776,winter
New York,2010-01-26,-7.981329458465678,winter
New York,2010-01-27,1.3237765679429117,winter
New York,2010-01-28,-1.0186146208943112,winter
New York,2010-01-29,-1.478042230568102,winter
New York,2010-01-30,-4.374967603871594,winter
New York,2010-01-31,-1.4388555251587822,winter
New York,2010-02-01,-0.09012068051222932,winter
New York,2010-02-02,-3.5335453215125927,winter
New York,2010-02-03,-2.7394955615629875,winter
New York,2010-02-04,2.5236732997488724,winter
New York,2010-02-05,1.1032864086964478,winter
New York,2010-02-06,6.258422062621875,winter
New York,2010-02-07,-3.6692531979169947,winter
New York,2010-02-08,-4.793478500798228,winter
New York,2010-02-09,4.780272577525874,winter
New York,2010-02-10,-1.4657426801576654,winter
New York,2010-02-11,8.82660808807712,winter
New York,2010-02-12,-0.5804390412714917,winter
New York,2010-02-13,0.6133642109650648,winter
New York,2010-02-14,5.008632698073789,winter
New York,2010-02-15,-6.26305597924841,winter
New York,2010-02-16,-1.8787254738962522,winter
New York,2010-02-17,0.5247885428543162,winter
New York,2010-02-18,-2.303922251991085,winter
New York,2010-02-19,6.8380442221693585,winter
New York,2010-02-20,-2.399146615756163,winter
New York,2010-02-21,1.384894235806025,winter
New York,2010-02-22,5.777820323229479,winter
New York,2010-02-23,-1.2418698673175252,winter
New York,2010-02-24,0.6107754609817289,winter
New York,2010-02-25,-1.0429701485515648,winter
New York,2010-02-26,-4.22230722313805,winter
New York,2010-02-27,-0.28954732284792517,winter
New York,2010-02-28,-1.652093083714984,winter
New York,2010-03-01,11.742409405634007,spring
New York,2010-03-02,7.091054448945398,spring
New York,2010-03-03,12.833156404164725,spring
New York,2010-03-04,14.670565800407326,spring
New York,2010-03-05,10.855679385483032,spring
New York,2010-03-06,-0.03742483206426339,spring
New York,2010-03-07,9.380840345542474,spring
New York,2010-03-08,11.67574707928422,spring
New York,2010-03-09,1.6091507879532663,spring
New York,2010-03-10,11.199166442656331,spring
New York,2010-03-11,12.488560936867072,spring
New York,2010-03-12,20.345202620528624,spring
New York,2010-03-13,13.24467531660594,spring
New York,2010-03-14,12.071256146306888,spring
New York,2010-03-15,15.837169086877312,spring
New York,2010-03-16,10.902323276207671,spring
New York,2010-03-17,1.922227911448896,spring
New York,2010-03-18,16.754449242224403,spring
New York,2010-03-19,13.510716162678797,spring
New York,2010-03-20,7.297168319889887,spring
New York,2010-03-21,11.868965308237662,spring
New York,2010-03-22,2.3083548246801255,spring
New York,2010-03-23,8.051638196198015,spring
New York,2010-03-24,12.750481136042696,spring
New York,2010-03-25,12.469174276320317,spring
New York,2010-03-26,8.42996341980044,spring
New York,2010-03-27,6.31181897100872,spring
New York,2010-03-28,5.486138740030728,spring
New York,2010-03-29,-3.1856655951936874,spring
New York,2010-03-30,15.345294319153664,spring
New York,2010-03-31,9.139921628979975,spring
New York,2010-04-01,16.59094256204723,spring
New York,2010-04-02,13.915273951715063,spring
New York,2010-04-03,-0.8274276262206226,spring
New York,2010-04-04,10.094861063482835,spring
New York,2010-04-05,12.59942020460042,spring
New York,2010-04-06,8.1625159292747,spring
New York,2010-04-07,16.41426613538696,spring
New York,2010-04-08,2.8404685568742547,spring
New York,2010-04-09,9.882227808952818,spring
New York,2010-04-10,5.369996314173925,spring
New York,2010-04-11,7.479374214936156,spring
New York,2010-04-12,12.64678525195666,spring
New York,2010-04-13,0.19447677592115076,spring
New York,2010-04-14,11.967312181090325,spring
New York,2010-04-15,10.35190695234917,spring
New York,2010-04-16,4.3784081887657065,spring
New York,2010-04-17,13.277893736338672,spring
New York,2010-04-18,12.681648660066594,spring
New York,2010-04-19,6.6146736642731705,spring
New York,2010-04-20,12.647792185265754,spring
New York,2010-04-21,8.70345712037448,spring
New York,2010-04-22,13.385735973490313,spring
New York,2010-04-23,11.534062830913543,spring
New York,2010-04-24,10.323644796321767,spring
New York,2010-04-25,15.309191658009789,spring
New York,2010-04-26,5.394123549601949,spring
New York,2010-04-27,12.612016772885635,spring
New York,2010-04-28,20.208076198744667,spring
New York,2010-04-29,4.867441944914726,spring
New York,2010-04-30,10.21415394131297,spring
New York,2010-05-01,-1.3025595941766088,spring
New York,2010-05-02,4.76013700320805,spring
New York,2010-05-03,21.18602860983604,spring
New York,2010-05-04,8.100823967938974,spring
New York,2010-05-05,10.303916476123046,spring
New York,2010-05-06,7.666982793180875,spring
New York,2010-05-07,9.822128471745103,spring
New York,2010-05-08,9.70801649218551,spring
New York,2010-05-09,11.317523860998815,spring
New York,2010-05-10,15.981929627834202,spring
New York,2010-05-11,9.055857679525344,spring
New York,2010-05-12,4.826739645952671,spring
New York,2010-05-13,9.392815774350842,spring
New York,2010-05-14,1.6575942714194658,spring
New York,2010-05-15,8.415354820096898,spring
New York,2010-05-16,5.748594443571437,spring
New York,2010-05-17,5.967843569988821,spring
New York,2010-05-18,7.294447263880514,spring
New York,2010-05-19,10.992482946462479,spring
New York,2010-05-20,11.378830327836827,spring
New York,2010-05-21,5.745174385920788,spring
New York,2010-05-22,13.145126530376697,spring
New York,2010-05-23,5.963346948772604,spring
New York,2010-05-24,13.95771855784131,spring
New York,2010-05-25,16.606026007321777,spring
New York,2010-05-26,18.23873430318149,spring
New York,2010-05-27,5.582386996878565,spring
New York,2010-05-28,2.8290869155986744,spring
New York,2010-05-29,12.800350807987515,spring
New York,2010-05-30,12.861360482724944,spring
New York,2010-05-31,3.098513087543502,spring
New York,2010-06-01,22.202255347120243,summer
New York,2010-06-02,24.113043589020826,summer
New York,2010-06-03,28.73060479681031,summer
New York,2010-06-04,29.00279906381582,summer
New York,2010-06-05,28.59577235609879,summer
New York,2010-06-06,26.621271730759883,summer
New York,2010-06-07,20.683730248311917,summer
New York,2010-06-08,23.74757784803183,summer
New York,2010-06-09,31.976106283370246,summer
New York,2010-06-10,22.01241240140637,summer
New York,2010-06-11,20.651850667354775,summer
New York,2010-06-12,28.294043562251062,summer
New York,2010-06-13,27.52854805259947,summer
New York,2010-06-14,27.625891472864648,summer
New York,2010-06-15,22.65871420217048,summer
New York,2010-06-16,22.02933445611906,summer
New York,2010-06-17,24.636052984864815,summer
New York,2010-06-18,31.31976744395386,summer
New York,2010-06-19,20.6097491990567,summer
New York,2010-06-20,25.34001021512807,summer
New York,2010-06-21,20.560387601166244,summer
New York,2010-06-22,24.420041418059622,summer
New York,2010-06-23,22.76297335970024,summer
New York,2010-06-24,22.367498662118376,summer
New York,2010-06-25,25.946116366174138,summer
New York,2010-06-26,31.22666530779108,summer
New York,2010-06-27,16.87694454058626,summer
New York,2010-06-28,27.2205317608684,summer
New York,2010-06-29,17.873952232318363,summer
New York,2010-06-30,24.43210500837855,summer
New York,2010-07-01,27.381017087065093,summer
New York,2010-07-02,24.881650077301128,summer
New York,2010-07-03,26.96958474467746,summer
New York,2010-07-04,21.40276528259399,summer
New York,2010-07-05,17.195360127149094,summer
New York,2010-07-06,31.960779371978507,summer
New York,2010-07-07,24.145119795518465,summer
New York,2010-07-08,31.107069788494847,summer
New York,2010-07-09,33.293640333427156,summer
New York,2010-07-10,23.676409085745156,summer
New York,2010-07-11,20.319745364826268,summer
New York,2010-07-12,26.764602910285433,summer
New York,2010-07-13,24.32555391256057,summer
New York,2010-07-14,29.730423544671865,summer
New York,2010-07-15,26.72392953122158,summer
New York,2010-07-16,16.651870996848604,summer
New York,2010-07-17,30.389060404464058,summer
New York,2010-07-18,28.6078777560035,summer
New York,2010-07-19,25.384963790522903,summer
New York,2010-07-20,26.177840851847197,summer
New York,2010-07-21,28.32923960204106,summer
New York,2010-07-22,28.104560548228328,summer
New York,2010-07-23,23.111955142122838,summer
New York,2010-07-24,28.337916480940002,summer
New York,2010-07-25,30.927101206273438,summer
New York,2010-07-26,24.447604957435946,summer
New York,2010-07-27,24.305786826578952,summer
New York,2010-07-28,22.20895180699797,summer
New York,2010-07-29,16.559429250883582,summer
New York,2010-07-30,24.070314731316827,summer
New York,2010-07-31,25.46114629616096,summer
New York,2010-08-01,25.632995932912046,summer
New York,2010-08-02,24.68408922051241,summer
New York,2010-08-03,20.80289079553231,summer
New York,2010-08-04,24.685477401653042,summer
New York,2010-08-05,26.211715357577084,summer
New York,2010-08-06,35.30817744209378,summer
New York,2010-08-07,19.216314527665908,summer
New York,2010-08-08,28.916893950359544,summer
New York,2010-08-09,24.568917980404862,summer
New York,2010-08-10,15.761144038661232,summer
New York,2010-08-11,24.36303235351412,summer
New York,2010-08-12,20.841088640958453,summer
New York,2010-08-13,26.452911877082467,summer
New York,2010-08-14,23.48245481198169,summer
New York,2010-08-15,17.473559892013807,summer
New York,2010-08-16,29.51835651363863,summer
New York,2010-08-17,20.151270785398232,summer
New York,2010-08-18,21.854161843140126,summer
New York,2010-08-19,29.454699613559022,summer
New York,2010-08-20,25.83544515603046,summer
New York,2010-08-21,22.238467909839652,summer
New York,2010-08-22,26.75457038276212,summer
New York,2010-08-23,14.45709649841402,summer
New York,2010-08-24,33.04871574733647,summer
New York,2010-08-25,34.53918974224203,summer
New York,2010-08-26,13.055557777424312,summer
New York,2010-08-27,29.70687402312662,summer
New York,2010-08-28,11.888705559080053,summer
New York,2010-08-29,30.214840272019345,summer
New York,2010-08-30,20.00093109012993,summer
New York,2010-08-31,20.554146764236574,summer
New York,2010-09-01,4.010835887197328,autumn
New York,2010-09-02,7.46479564198609,autumn
New York,2010-09-03,23.816939007514293,autumn
New York,2010-09-04,12.84293902319211,autumn
New York,2010-09-05,14.455713592939496,autumn
New York,2010-09-06,15.637046690723523,autumn
New York,2010-09-07,10.575989644525249,autumn
New York,2010-09-08,24.415399805782634,autumn
New York,2010-09-09,15.883308524026138,autumn
New York,2010-09-10,15.1817938654602,autumn
New York,2010-09-11,10.055705530733288,autumn
New York,2010-09-12,17.175051092542887,autumn
New York,2010-09-13,15.132439869705076,autumn
New York,2010-09-14,9.917137115351393,autumn
New York,2010-09-15,14.523124985064,autumn
New York,2010-09-16,10.024586997665342,autumn
New York,2010-09-17,11.289544077905113,autumn
New York,2010-09-18,22.40320677869054,autumn
New York,2010-09-19,26.950740924956037,autumn
New York,2010-09-20,14.385663983904145,autumn
New York,2010-09-21,10.542200702902669,autumn
New York,2010-09-22,21.354776425067353,autumn
New York,2010-09-23,11.085820255071962,autumn
New York,2010-09-24,13.488223630828095,autumn
New York,2010-09-25,22.55447815838939,autumn
New York,2010-09-26,14.046426048220669,autumn
New York,2010-09-27,26.53959361565012,autumn
New York,2010-09-28,25.127628092589337,autumn
New York,2010-09-29,14.8482185326125,autumn
New York,2010-09-30,5.623621450397894,autumn
New York,2010-10-01,8.157094167885731,autumn
New York,2010-10-02,25.619590872777195,autumn
New York,2010-10-03,11.359181464003212,autumn
New York,2010-10-04,15.833398361644278,autumn
New York,2010-10-05,20.17258812953545,autumn
New York,2010-10-06,16.73204538673394,autumn
New York,2010-10-07,16.444523630197896,autumn
New York,2010-10-08,20.836811156593182,autumn
New York,2010-10-09,21.766373606162617,autumn
New York,2010-10-10,19.96151558764209,autumn
New York,2010-10-11,11.530292956524782,autumn
New York,2010-10-12,14.484221927473111,autumn
New York,2010-10-13,22.177909773419287,autumn
New York,2010-10-14,21.597501716122906,autumn
New York,2010-10-15,15.85701307327054,autumn
New York,2010-10-16,16.888501113322288,autumn
New York,2010-10-17,19.7281570265044,autumn
New York,2010-10-18,9.82875612697542,autumn
New York,2010-10-19,11.796478129415423,autumn
New York,2010-10-20,16.938454169851884,autumn
New York,2010-10-21,22.24612052697651,autumn
New York,2010-10-22,21.799383478967457,autumn
New York,2010-10-23,13.898183447418482,autumn
New York,2010-10-24,13.633654893861637,autumn
New York,2010-10-25,11.661708556838601,autumn
New York,2010-10-26,16.717976943990397,autumn
New York,2010-10-27,10.938863519629308,autumn
New York,2010-10-28,14.471823233499292,autumn
New York,2010-10-29,23.427440376074983,autumn
New York,2010-10-30,15.559581222521448,autumn
New York,2010-10-31,18.629580207805795,autumn
New York,2010-11-01,11.47090613602367,autumn
New York,2010-11-02,16.454314350346877,autumn
New York,2010-11-03,21.46697956679992,autumn
New York,2010-11-04,13.098382373422348,autumn
New York,2010-11-05,24.60200087761809,autumn
New York,2010-11-06,1.8052370373874815,autumn
New York,2010-11-07,16.724683869505633,autumn
New York,2010-11-08,21.609467076779918,autumn
New York,2010-11-09,14.663923804244357,autumn
New York,2010-11-10,15.32846891227369,autumn
New York,2010-11-11,11.432835167275092,autumn
New York,2010-11-12,16.71039881390574,autumn
New York,2010-11-13,10.839536021061814,autumn
New York,2010-11-14,15.713122979068608,autumn
New York,2010-11-15,17.351171716165158,autumn
New York,2010-11-16,14.353951055065359,autumn
New York,2010-11-17,4.4246210812224085,autumn
New York,2010-11-18,20.761773100539923,autumn
New York,2010-11-19,11.798516470485055,autumn
New York,2010-11-20,17.16795265439791,autumn
New York,2010-11-21,15.946905723093852,autumn
New York,2010-11-22,7.320380305165166,autumn
New York,2010-11-23,17.415904790959186,autumn
New York,2010-11-24,4.303363395607677,autumn
New York,2010-11-25,29.887734732689204,autumn
New York,2010-11-26,26.471216968667598,autumn
New York,2010-11-27,18.63789475546953,autumn
New York,2010-11-28,17.66266837243286,autumn
New York,2010-11-29,15.301628434802861,autumn
New York,2010-11-30,18.249257377844778,autumn
New York,2010-12-01,-12.31119632447082,winter
New York,2010-12-02,-0.4827063739449022,winter
New York,2010-12-03,-6.13497395069608,winter
New York,2010-12-04,-1.6494579948010943,winter
New York,2010-12-05,-0.15395177464276794,winter
New York,2010-12-06,1.3716414069792606,winter
New York,2010-12-07,-4.678242274627053,winter
New York,2010-12-08,-9.944468222867748,winter
New York,2010-12-09,-1.439468237995104,winter
New York,2010-12-10,-1.6578436400147307,winter
New York,2010-12-11,7.42495934665809,winter
New York,2010-12-12,4.218575064154348,winter
New York,2010-12-13,5.319752868713047,winter
New York,2010-12-14,0.8739756224742944,winter
New York,2010-12-15,-12.172679130257045,winter
New York,2010-12-16,2.0248752957213916,winter
New York,2010-12-17,-2.389502894307294,winter
New York,2010-12-18,-6.297082281071397,winter
New York,2010-12-19,-0.12661469180771703,winter
New York,2010-12-20,1.0316300731094263,winter
New York,2010-12-21,1.1276669296552353,winter
New York,2010-12-22,-0.05700986105417694,winter
New York,2010-12-23,3.1978825501918133,winter
New York,2010-12-24,0.6159023704716592,winter
New York,2010-12-25,3.8161614581319854,winter
New York,2010-12-26,2.6625392442915463,winter
New York,2010-12-27,5.238685153483761,winter
